index_val,Sewage_Gap_MLD,Water_quality_index,Mean_Temperature_Celcius,GDDP_at_Current_Price_in_Crore,Number_of_Tourists,Number_of_ASI_Sites,Mean_Rainfall_mm,
Weight,0.34,0.24,,0.15,0.09,0.08,0.06,0.04

